temperature,humidity,rainfall,visibility,wind_speed,road_condition,traffic_density,current_speed,hour_of_day,recommended_speed,road_condition_code,traffic_density_code
32.7,21.2,12.17,1.72,11.4,wet,medium,48.8,2,29.1,1,1
25.2,41.8,0.0,10.0,9.6,dry,medium,68.4,6,90.9,0,1
25.2,61.3,11.66,1.78,21.9,wet,medium,18.4,11,34.1,1,1
19.2,54.3,0.65,4.26,10.1,ice,medium,67.4,15,27.9,3,1
19.5,50.0,0.69,5.78,17.2,ice,low,60.1,5,33.8,3,0
-2.0,89.6,0.07,10.0,16.6,dry,high,48.8,14,72.6,0,2
18.5,26.5,0.0,7.11,13.3,dry,low,58.3,15,76.6,0,0
34.0,70.1,6.49,3.14,14.6,wet,medium,39.4,4,43.3,1,1
6.7,71.2,0.45,5.06,39.2,snow,medium,79.5,2,39.0,2,1
25.0,66.2,0.01,8.79,13.6,dry,low,56.0,18,87.5,0,0
16.9,36.0,0.0,10.0,11.7,dry,medium,51.8,22,81.3,0,1
14.3,85.5,0.0,7.39,9.1,dry,medium,31.6,7,74.5,0,1
8.2,38.3,0.8,9.41,4.4,ice,medium,63.7,6,33.7,3,1
11.9,61.6,12.15,0.43,19.6,wet,low,33.4,16,37.9,1,0
21.3,84.7,0.07,6.43,4.0,dry,high,48.6,12,63.1,0,2
12.7,54.6,0.36,10.0,25.5,dry,low,51.4,9,99.2,0,0
38.9,56.8,0.39,6.28,24.2,dry,medium,67.1,0,65.0,0,1
20.0,61.9,0.0,10.0,12.6,dry,medium,43.2,16,85.4,0,1
32.0,93.7,0.07,6.7,35.7,dry,medium,97.6,11,67.2,0,1
28.4,66.0,0.1,4.79,17.6,dry,low,24.6,6,64.0,0,0
19.8,96.7,8.21,7.74,5.4,wet,low,54.9,14,63.3,1,0
14.7,97.2,2.9,3.36,15.1,snow,low,52.1,5,31.9,2,0
41.1,81.1,0.09,8.76,27.1,dry,medium,18.8,18,81.8,0,1
11.3,55.7,1.13,6.29,21.5,snow,medium,54.9,13,42.8,2,1
40.3,85.4,0.0,1.67,18.2,dry,medium,43.8,22,46.3,0,1
-0.6,40.2,0.71,7.68,31.3,wet,low,63.1,19,72.4,1,0
4.4,20.5,0.0,6.58,10.5,dry,medium,93.8,17,70.4,0,1
20.9,90.9,2.07,5.88,24.3,wet,medium,50.7,15,57.1,1,1
15.1,38.1,10.43,7.19,10.9,wet,low,21.9,8,62.5,1,0
19.2,90.7,3.35,1.92,17.8,snow,low,41.6,4,28.1,2,0
31.4,59.4,0.32,9.0,8.6,dry,medium,76.1,7,75.6,0,1
18.5,22.3,11.95,0.2,15.9,wet,low,42.7,23,39.9,1,0
-4.7,62.4,1.2,7.91,7.0,snow,low,68.7,13,53.5,2,0
36.7,64.6,5.58,0.2,21.2,wet,medium,27.1,16,32.0,1,1
36.5,80.5,0.0,10.0,22.3,dry,low,60.0,15,89.9,0,0
26.7,74.3,0.03,10.0,8.0,dry,medium,44.4,20,89.0,0,1
0.9,32.7,0.0,4.83,28.0,dry,high,78.0,22,46.7,0,2
5.0,25.2,0.0,4.61,31.6,dry,medium,45.5,22,56.9,0,1
11.9,44.9,2.09,6.5,0.0,wet,medium,87.5,3,61.0,1,1
22.6,66.6,1.98,10.0,15.7,snow,medium,49.4,3,54.9,2,1
31.6,25.3,0.13,6.18,26.8,dry,high,60.3,21,60.5,0,2
20.9,49.2,1.85,10.0,14.2,wet,medium,64.1,4,75.1,1,1
21.5,59.7,5.39,5.13,10.7,wet,medium,38.4,21,51.4,1,1
23.5,74.5,0.18,6.87,33.3,dry,low,40.1,16,71.0,0,0
37.2,90.4,2.78,0.2,0.0,snow,high,28.5,0,25.1,2,2
15.3,32.9,0.34,6.1,14.7,dry,low,42.3,4,73.4,0,0
15.2,71.8,0.0,9.52,13.9,dry,low,58.8,12,88.4,0,0
28.8,82.4,0.48,9.14,15.7,dry,high,41.2,5,74.2,0,2
21.3,41.3,0.0,7.65,14.3,dry,low,79.7,15,77.7,0,0
-3.3,41.0,2.22,0.2,9.8,wet,high,74.9,0,27.3,1,2
6.0,21.1,12.45,0.2,20.4,wet,high,48.1,23,27.4,1,2
34.0,57.9,10.74,3.55,0.0,wet,low,41.2,11,45.6,1,0
9.0,97.4,12.25,3.05,18.6,wet,medium,39.7,3,42.9,1,1
17.2,37.8,7.61,10.0,5.5,wet,low,76.1,13,77.5,1,0
35.3,49.9,0.0,10.0,15.7,dry,low,61.1,16,95.2,0,0
1.4,87.4,0.03,10.0,26.3,dry,medium,50.4,20,79.5,0,1
8.0,23.3,9.63,4.9,23.6,wet,medium,49.5,10,50.7,1,1
42.9,59.6,1.05,10.0,26.3,ice,high,25.5,8,34.0,3,2
41.3,77.8,0.0,6.61,10.5,dry,low,33.4,14,75.0,0,0
37.0,43.0,0.0,4.97,17.9,dry,high,52.7,9,52.5,0,2
20.6,21.9,1.81,6.16,23.5,wet,low,28.1,14,63.3,1,0
42.3,90.0,0.0,9.17,28.3,dry,low,70.7,8,80.8,0,0
7.1,45.7,6.52,3.24,9.3,wet,medium,54.2,12,36.3,1,1
12.5,77.6,2.19,2.07,15.2,wet,medium,69.4,19,34.7,1,1
14.2,80.8,3.29,0.37,24.1,snow,low,59.0,17,28.0,2,0
-4.2,58.2,4.26,1.48,13.6,wet,high,49.3,22,33.0,1,2
8.6,48.8,10.45,3.0,33.1,wet,low,34.3,4,41.9,1,0
41.0,22.4,0.56,6.75,18.4,dry,medium,10.0,8,72.7,0,1
29.9,42.9,0.01,9.4,12.1,dry,high,41.6,18,81.3,0,2
10.6,37.5,0.18,1.64,1.0,dry,low,62.2,8,47.4,0,0
24.2,58.6,0.0,9.53,0.0,dry,high,20.5,2,74.4,0,2
36.5,44.0,0.0,10.0,13.7,dry,medium,10.0,9,88.9,0,1
-3.0,38.8,0.02,9.6,18.6,dry,medium,74.8,17,80.7,0,1
33.7,22.5,4.12,3.89,15.8,ice,low,60.2,4,27.3,3,0
31.3,41.5,0.21,6.78,0.0,dry,medium,36.1,6,74.2,0,1
26.0,29.0,3.59,0.2,36.0,ice,low,92.5,8,26.1,3,0
16.3,47.5,1.05,4.7,12.2,snow,medium,79.8,6,34.4,2,1
35.0,80.7,0.12,4.95,25.2,dry,high,80.3,12,46.3,0,2
15.8,71.2,0.0,7.38,5.1,dry,medium,49.3,0,71.2,0,1
28.8,83.4,0.0,10.0,13.8,dry,low,49.2,1,93.5,0,0
13.6,96.8,0.0,10.0,11.8,dry,high,44.2,20,78.5,0,2
0.9,77.5,1.04,10.0,5.2,ice,medium,12.0,18,35.6,3,1
10.4,60.3,4.19,4.87,0.0,wet,low,57.5,11,51.2,1,0
38.8,30.4,0.0,6.21,11.0,dry,low,61.0,9,77.7,0,0
33.4,86.2,3.53,0.73,24.4,snow,low,57.6,7,27.3,2,0
-1.5,39.0,0.0,8.57,23.6,dry,high,49.1,17,72.6,0,2
24.1,60.9,0.0,9.91,8.6,dry,medium,64.2,11,90.7,0,1
17.7,92.6,0.22,10.0,27.4,snow,high,33.3,18,47.4,2,2
38.5,47.7,0.0,3.61,11.6,dry,medium,43.4,1,52.2,0,1
29.0,45.7,2.12,0.2,20.1,ice,low,58.3,19,19.9,3,0
21.9,55.0,0.0,7.82,13.1,dry,low,47.3,15,83.6,0,0
13.2,78.1,1.94,10.0,18.6,ice,low,30.4,8,39.5,3,0
33.8,33.6,1.16,7.37,5.6,wet,low,30.5,8,68.0,1,0
42.6,39.8,2.29,3.8,7.2,wet,medium,13.6,17,45.7,1,1
22.0,75.7,0.02,4.58,6.7,dry,high,32.1,21,53.8,0,2
8.6,31.0,0.0,9.2,20.7,dry,high,103.0,12,74.8,0,2
-2.7,83.3,3.65,1.41,2.6,wet,low,43.7,22,38.6,1,0
9.3,78.1,0.01,3.3,28.4,dry,high,87.3,17,42.0,0,2
8.0,99.3,13.92,2.68,28.7,wet,low,74.4,15,39.6,1,0
39.1,97.8,1.41,10.0,20.5,snow,low,65.1,2,51.0,2,0
39.8,44.2,2.77,0.2,4.0,wet,low,65.2,4,36.1,1,0
13.3,64.7,0.02,7.74,26.6,dry,medium,59.8,1,72.3,0,1
37.2,90.4,0.0,6.15,21.8,dry,medium,55.1,21,70.9,0,1
24.9,67.7,0.15,10.0,12.3,dry,medium,69.5,2,85.1,0,1
26.2,58.5,3.44,3.86,20.2,snow,low,53.4,5,35.6,2,0
39.1,78.3,0.6,9.61,17.1,dry,low,42.5,18,88.1,0,0
29.0,68.4,5.34,5.7,14.2,wet,low,69.8,15,54.5,1,0
10.2,24.9,1.59,8.63,19.8,ice,medium,55.5,3,31.3,3,1
-4.8,58.0,0.35,10.0,42.2,snow,low,57.4,17,53.5,2,0
18.6,27.9,0.27,7.87,16.3,dry,high,54.2,20,70.7,0,2
23.3,35.8,0.0,3.34,20.0,dry,low,46.9,13,54.6,0,0
5.3,62.6,0.0,3.63,24.3,dry,high,32.3,14,45.7,0,2
24.8,30.5,6.54,0.58,5.9,wet,low,80.6,22,44.1,1,0
38.1,79.2,1.34,7.87,27.9,snow,high,82.9,18,37.1,2,2
20.6,53.3,0.0,8.58,24.6,dry,low,60.8,18,85.3,0,0
5.1,41.3,11.65,4.08,22.7,wet,high,72.9,7,44.1,1,2
43.2,21.8,0.0,8.26,30.6,dry,high,56.6,19,67.0,0,2
26.1,72.1,1.46,9.71,7.6,wet,high,18.3,4,67.7,1,2
29.2,54.6,0.17,7.44,20.1,ice,medium,33.6,0,30.8,3,1
30.1,97.7,0.0,9.46,24.9,dry,low,64.2,16,87.2,0,0
-4.2,63.3,0.0,9.12,11.9,dry,high,70.0,14,74.3,0,2
31.7,64.2,2.51,2.45,31.6,wet,medium,77.4,23,32.1,1,1
10.9,40.1,8.84,1.17,32.6,wet,low,27.2,11,36.1,1,0
33.3,48.0,3.09,1.31,18.5,snow,medium,69.0,18,24.5,2,1
19.6,62.8,4.8,4.44,10.9,snow,low,64.4,16,45.4,2,0
-1.5,46.4,0.0,10.0,22.4,dry,low,60.9,22,91.1,0,0
-1.7,28.8,4.29,8.51,0.0,ice,low,60.5,21,38.8,3,0
11.1,75.2,0.0,3.85,19.3,dry,low,35.7,3,60.6,0,0
-1.9,41.3,4.01,4.19,21.4,snow,medium,51.6,19,40.0,2,1
8.7,52.7,4.6,0.2,7.1,snow,medium,11.7,13,25.5,2,1
2.3,71.2,0.0,8.08,23.9,dry,low,74.6,0,86.3,0,0
20.8,97.3,2.59,3.54,6.4,wet,medium,53.2,0,45.2,1,1
27.5,63.8,0.2,9.6,19.4,dry,low,60.4,6,93.9,0,0
11.7,83.9,0.02,10.0,0.4,dry,low,55.7,17,97.8,0,0
20.8,22.4,0.0,7.18,20.2,dry,low,27.0,19,81.8,0,0
40.7,67.4,0.03,10.0,33.4,dry,low,63.0,19,89.0,0,0
-2.8,63.7,0.0,9.16,12.3,dry,low,54.6,1,90.0,0,0
39.5,28.7,0.07,9.13,24.8,dry,medium,66.1,14,80.7,0,1
16.7,20.9,0.11,10.0,33.4,dry,low,28.7,10,91.7,0,0
26.3,98.7,0.0,5.02,8.6,dry,high,50.8,17,55.9,0,2
44.7,36.5,0.0,10.0,24.9,dry,medium,91.2,15,85.4,0,1
16.8,84.4,0.29,3.23,28.5,dry,low,73.8,19,50.8,0,0
18.4,54.4,0.33,7.73,21.5,dry,low,39.3,7,78.6,0,0
6.1,91.1,0.0,4.4,15.7,dry,low,70.3,21,61.9,0,0
43.4,79.4,1.86,4.98,23.6,snow,high,32.0,14,32.9,2,2
35.5,60.4,0.15,2.81,0.0,dry,low,58.1,6,51.2,0,0
36.7,62.3,3.19,4.71,19.4,snow,medium,36.9,0,34.7,2,1
24.3,87.0,0.84,10.0,8.5,wet,low,72.0,11,82.3,1,0
25.5,22.7,2.18,3.72,26.5,wet,low,65.0,18,47.8,1,0
8.4,35.8,7.68,1.91,28.1,wet,medium,30.4,13,38.6,1,1
26.8,38.9,0.0,2.8,1.0,dry,medium,27.9,3,50.2,0,1
2.2,89.0,1.29,4.42,28.5,snow,low,34.5,13,38.4,2,0
6.3,69.2,0.0,5.54,10.6,dry,high,51.7,11,61.9,0,2
17.1,81.8,8.31,0.82,19.0,wet,low,67.3,19,40.0,1,0
9.1,84.2,0.43,4.68,0.0,dry,high,62.7,19,56.6,0,2
7.9,41.0,4.71,8.85,13.5,snow,low,28.4,4,61.2,2,0
25.0,54.0,0.29,8.16,22.3,dry,low,54.6,15,83.5,0,0
35.5,88.4,0.19,10.0,25.5,dry,low,50.9,18,92.9,0,0
43.7,25.5,1.59,8.02,14.5,ice,low,73.2,9,32.3,3,0
-1.4,21.9,2.32,5.39,14.1,ice,low,81.7,23,29.2,3,0
32.4,64.7,0.17,7.57,34.1,dry,medium,63.8,14,68.5,0,1
27.1,75.1,3.74,0.2,16.7,wet,low,10.0,14,37.6,1,0
12.2,70.3,0.0,8.56,4.7,dry,low,48.1,14,87.8,0,0
10.0,93.5,13.39,2.18,15.3,wet,medium,68.0,3,34.1,1,1
15.4,80.9,0.0,10.0,41.8,dry,medium,60.9,22,86.8,0,1
0.9,26.2,0.1,10.0,22.7,dry,high,54.0,16,71.2,0,2
6.4,94.6,0.53,7.53,24.9,dry,low,93.7,1,81.8,0,0
39.0,23.3,4.13,3.93,9.7,snow,low,44.3,3,35.8,2,0
44.1,86.5,1.2,6.68,22.8,snow,medium,43.8,14,48.9,2,1
-2.2,97.4,12.74,0.42,15.4,wet,low,14.0,7,42.2,1,0
8.6,42.8,1.39,10.0,11.4,wet,medium,63.3,19,74.8,1,1
14.6,50.6,0.12,10.0,12.6,dry,medium,47.7,3,85.0,0,1
27.6,98.8,8.87,3.56,36.1,wet,high,10.2,9,32.0,1,2
1.6,81.5,3.9,0.2,12.9,wet,high,59.3,1,32.3,1,2
-4.6,32.7,4.59,5.17,17.4,snow,high,82.0,12,36.4,2,2
6.9,64.8,13.2,1.88,0.0,wet,low,42.0,0,40.7,1,0
-4.8,71.0,0.21,6.08,23.7,dry,medium,44.9,20,71.1,0,1
-0.6,76.6,0.04,10.0,14.8,dry,medium,48.5,20,82.3,0,1
41.2,73.8,0.0,9.32,23.8,dry,medium,82.9,22,78.7,0,1
35.6,65.4,3.87,4.69,32.5,wet,medium,54.2,6,45.8,1,1
10.5,88.3,0.0,8.78,30.4,dry,medium,49.6,9,77.4,0,1
15.3,67.3,2.15,0.2,22.0,ice,low,34.6,20,19.4,3,0
30.7,96.4,0.0,1.47,26.6,dry,medium,60.1,8,43.3,0,1
15.6,45.4,0.0,8.73,17.0,dry,low,37.8,5,84.6,0,0
24.0,64.4,0.0,10.0,18.3,dry,low,65.7,2,91.1,0,0
-0.5,42.7,0.0,8.77,12.7,dry,low,38.5,17,85.2,0,0
21.1,72.1,4.6,4.41,8.6,ice,medium,54.4,23,24.9,3,1
3.0,45.2,0.0,8.83,37.3,dry,medium,81.6,17,84.5,0,1
40.4,35.2,0.14,6.97,22.2,dry,high,19.6,14,61.6,0,2
41.0,98.2,0.78,7.71,13.0,ice,low,41.4,13,38.3,3,0
25.2,64.8,14.61,3.82,11.5,wet,medium,59.8,21,36.3,1,1
34.3,20.8,7.06,7.16,11.6,wet,high,35.6,13,54.7,1,2
7.2,50.3,2.32,7.04,19.7,wet,low,72.0,21,64.4,1,0
-1.0,64.5,0.0,10.0,30.0,dry,medium,33.2,3,84.2,0,1
9.2,28.5,0.0,10.0,31.3,dry,low,55.7,7,91.1,0,0
43.6,21.7,2.49,0.2,23.6,wet,medium,76.3,12,33.2,1,1
38.8,71.0,0.03,8.25,14.2,dry,high,52.8,15,72.5,0,2
35.4,91.5,0.17,7.12,28.8,dry,medium,65.9,19,70.2,0,1
41.0,84.9,0.24,8.97,13.7,dry,medium,77.6,16,82.3,0,1
30.8,25.9,0.08,10.0,20.4,dry,low,39.8,3,89.3,0,0
40.9,84.6,0.0,9.72,0.3,dry,high,68.6,8,78.1,0,2
27.2,86.4,3.54,3.47,8.0,snow,high,33.9,7,25.6,2,2
-2.6,93.1,0.16,10.0,17.5,dry,medium,82.7,10,86.4,0,1
23.2,79.6,12.19,5.06,9.1,wet,medium,87.5,20,50.5,1,1
10.8,87.5,0.0,10.0,24.4,dry,low,33.4,22,86.7,0,0
32.3,39.0,0.0,7.64,42.9,dry,medium,72.7,14,74.3,0,1
13.9,93.0,3.89,1.86,7.5,snow,high,82.8,3,20.7,2,2
36.2,45.7,4.87,1.26,13.4,snow,medium,87.9,11,23.5,2,1
41.1,80.5,0.64,7.96,17.0,dry,high,58.0,0,69.7,0,2
41.7,69.1,0.22,8.0,24.4,dry,medium,36.0,9,74.0,0,1
17.1,57.3,0.33,9.27,13.0,dry,medium,61.4,10,81.9,0,1
41.7,31.8,0.0,2.21,20.6,dry,low,46.6,6,43.6,0,0
6.8,68.1,0.0,10.0,10.8,dry,medium,46.3,20,87.7,0,1
-4.5,96.0,6.96,5.3,30.9,wet,medium,88.2,14,48.8,1,1
27.3,30.6,0.0,3.56,15.5,dry,medium,48.0,9,51.0,0,1
-1.1,65.3,0.0,4.59,6.9,dry,medium,60.8,23,54.2,0,1
10.3,28.0,0.0,2.28,25.2,dry,medium,66.4,13,42.4,0,1
3.5,80.5,0.12,9.3,43.1,dry,low,88.6,6,82.2,0,0
13.5,52.1,3.84,0.2,0.0,wet,low,56.0,19,36.7,1,0
-3.7,76.4,0.0,6.75,26.2,dry,medium,64.3,2,71.2,0,1
38.3,46.8,0.12,7.16,14.9,dry,medium,80.1,20,76.7,0,1
22.5,98.3,0.25,10.0,4.7,dry,medium,39.9,15,83.1,0,1
35.0,45.0,3.33,0.2,8.7,wet,high,44.2,18,26.6,1,2
18.1,60.2,0.0,10.0,2.0,dry,medium,83.7,11,86.0,0,1
-1.6,77.7,0.0,4.96,34.6,dry,low,78.2,7,67.0,0,0
33.7,39.1,0.03,3.3,0.0,dry,medium,85.2,19,42.8,0,1
2.5,99.9,0.11,8.62,42.6,dry,medium,82.0,10,73.2,0,1
-3.0,41.6,2.24,3.77,7.2,snow,high,42.7,6,31.1,2,2
28.8,67.3,0.13,5.58,12.2,dry,high,85.4,8,57.7,0,2
14.3,39.2,0.0,10.0,6.9,dry,medium,54.6,6,88.8,0,1
23.4,44.4,2.7,0.2,14.3,snow,low,58.5,5,30.2,2,0
22.2,36.9,0.0,6.81,0.0,dry,high,54.4,12,64.7,0,2
31.6,76.5,0.24,2.26,14.2,dry,low,58.8,4,45.4,0,0
-3.8,87.9,0.34,9.2,14.7,dry,high,15.4,4,71.3,0,2
2.2,24.4,0.0,10.0,17.6,dry,high,42.6,8,73.5,0,2
7.2,59.5,0.18,0.2,15.9,dry,medium,75.8,4,44.1,0,1
34.4,82.8,0.0,6.18,31.4,dry,medium,85.6,7,74.8,0,1
10.1,49.0,0.37,10.0,14.6,dry,low,64.8,15,91.2,0,0
1.2,92.5,0.0,5.78,17.7,dry,low,54.1,1,76.2,0,0
44.6,77.7,0.0,8.14,14.5,dry,low,42.1,19,82.6,0,0
2.8,94.4,0.0,7.51,24.1,dry,low,73.0,4,80.1,0,0
23.1,39.7,0.0,7.31,18.6,dry,high,82.3,5,64.1,0,2
-1.5,93.7,0.0,10.0,0.0,dry,medium,78.0,22,87.3,0,1
14.0,67.1,1.16,9.21,14.5,snow,medium,73.0,2,54.1,2,1
11.3,32.5,0.36,8.79,33.3,dry,medium,38.0,10,81.0,0,1
-0.6,56.8,4.54,6.64,14.7,ice,high,36.5,16,25.7,3,2
3.6,75.9,4.01,7.74,18.3,snow,high,86.6,9,38.5,2,2
26.1,22.1,4.68,4.45,0.0,snow,low,58.4,4,34.4,2,0
2.6,85.9,0.0,8.33,13.0,dry,high,75.9,12,71.4,0,2
10.7,65.1,0.0,10.0,3.3,dry,medium,72.8,1,87.6,0,1
-0.8,89.5,0.0,8.45,30.4,dry,medium,78.8,2,71.1,0,1
37.5,93.4,0.2,10.0,19.8,dry,low,12.1,0,96.8,0,0
8.0,20.3,1.79,2.18,5.0,snow,medium,26.1,19,24.1,2,1
15.1,80.7,0.08,4.86,16.4,dry,high,63.0,11,48.5,0,2
14.3,74.0,0.0,10.0,22.9,dry,low,63.1,18,95.3,0,0
10.4,92.5,0.0,9.07,6.9,dry,medium,95.2,0,82.7,0,1
11.9,62.2,9.59,2.74,31.6,wet,medium,53.3,0,38.8,1,1
43.6,78.6,0.04,7.31,6.9,dry,low,57.4,12,81.5,0,0
27.0,96.3,14.86,0.9,9.0,wet,low,54.5,8,37.6,1,0
26.9,37.6,0.77,4.0,22.1,snow,medium,39.8,13,32.9,2,1
5.3,83.1,13.98,5.22,17.9,wet,low,69.4,15,53.5,1,0
9.2,32.0,4.04,4.78,20.0,snow,medium,74.3,7,38.7,2,1
38.0,36.7,0.53,8.17,11.8,wet,medium,11.3,8,69.4,1,1
12.8,90.1,3.26,4.48,0.0,ice,low,54.8,15,28.0,3,0
9.1,85.0,0.12,7.31,41.9,dry,high,70.5,1,63.3,0,2
15.3,35.6,14.21,0.39,12.2,wet,medium,74.1,23,36.5,1,1
25.4,49.4,0.0,10.0,14.0,dry,low,52.8,16,96.5,0,0
34.4,32.4,14.59,0.2,14.3,wet,medium,59.0,7,35.8,1,1
32.5,80.6,0.73,9.58,12.1,dry,low,57.2,15,95.8,0,0
13.0,75.9,0.09,10.0,20.3,dry,low,25.4,19,93.2,0,0
28.9,38.9,0.17,10.0,0.0,dry,medium,36.4,2,89.7,0,1
40.2,85.7,0.69,3.99,29.3,snow,high,71.6,6,30.0,2,2
38.2,61.9,0.03,4.8,7.8,dry,medium,57.6,20,59.3,0,1
15.6,36.1,7.13,0.2,16.5,wet,medium,49.4,19,36.1,1,1
29.4,30.8,0.0,4.27,11.1,dry,low,65.5,15,61.8,0,0
39.9,57.3,3.84,8.13,8.2,snow,low,58.6,19,47.0,2,0
44.2,23.0,0.43,5.93,19.7,dry,medium,59.6,18,68.0,0,1
9.7,86.9,0.0,9.81,12.0,dry,low,77.2,7,93.8,0,0
3.6,85.1,0.16,6.73,27.4,dry,low,62.7,16,75.1,0,0
30.7,70.0,0.48,8.66,15.8,dry,high,43.1,19,71.3,0,2
43.9,51.6,0.0,10.0,13.1,dry,low,13.2,2,90.8,0,0
16.8,44.3,0.56,10.0,26.5,dry,medium,86.2,14,89.5,0,1
40.4,59.9,2.78,0.2,4.9,snow,low,15.3,15,24.8,2,0
38.6,70.1,3.38,4.4,12.9,wet,high,74.8,18,42.9,1,2
43.2,97.3,3.37,3.24,1.4,snow,low,58.8,5,33.8,2,0
11.8,24.3,0.0,10.0,24.4,dry,medium,67.1,7,83.9,0,1
31.2,69.3,4.89,3.45,17.9,ice,medium,59.0,11,28.8,3,1
41.1,79.6,2.64,4.29,25.7,snow,high,70.6,9,32.6,2,2
35.8,22.1,12.13,10.0,9.7,wet,medium,25.0,0,72.3,1,1
-2.5,28.9,0.4,7.8,5.6,dry,low,38.5,8,84.6,0,0
34.1,76.2,0.0,6.23,4.2,dry,medium,79.9,11,68.3,0,1
2.4,37.2,14.08,0.2,10.4,wet,medium,62.1,15,39.8,1,1
27.7,42.2,0.0,7.66,10.9,dry,high,63.6,10,62.7,0,2
33.7,27.1,0.18,6.93,34.7,dry,high,46.2,21,54.9,0,2
19.2,24.6,0.0,9.74,3.4,dry,low,21.2,17,97.8,0,0
18.0,99.4,5.09,0.2,15.4,wet,low,79.7,19,41.0,1,0
16.5,56.9,0.03,5.87,16.8,dry,low,83.3,21,69.7,0,0
5.9,26.7,0.39,4.91,20.1,dry,low,60.3,9,68.4,0,0
-1.3,26.5,3.38,0.2,0.0,ice,medium,66.9,21,25.7,3,1
1.7,58.6,6.78,4.77,12.5,wet,medium,107.1,20,49.9,1,1
40.1,49.9,11.1,0.2,13.5,wet,low,43.4,5,39.3,1,0
40.7,90.1,3.81,0.2,1.5,ice,medium,52.6,19,20.6,3,1
11.2,79.2,0.0,8.93,12.9,dry,medium,58.4,10,86.6,0,1
13.3,38.7,0.12,10.0,32.2,dry,low,10.0,6,98.1,0,0
25.7,21.3,0.25,4.48,0.0,dry,low,54.0,12,68.3,0,0
21.9,25.6,0.0,10.0,9.8,dry,low,55.3,13,96.1,0,0
23.2,98.7,1.34,10.0,19.5,snow,low,54.9,17,57.6,2,0
5.6,83.3,4.49,0.2,16.8,ice,medium,52.3,22,22.3,3,1
2.3,28.4,0.0,8.59,16.5,dry,low,44.9,0,85.2,0,0
-4.3,44.4,0.32,1.45,17.9,dry,medium,97.4,3,42.2,0,1
-0.1,98.0,0.0,9.96,0.0,dry,low,47.2,15,95.5,0,0
22.4,93.3,0.0,7.56,39.0,dry,low,28.7,20,82.1,0,0
10.7,90.0,0.31,8.69,22.5,dry,low,56.9,11,84.5,0,0
-0.9,93.2,8.86,4.53,7.5,wet,low,29.3,1,49.4,1,0
8.2,50.8,0.11,9.35,22.4,dry,medium,32.5,11,83.7,0,1
-1.4,74.7,0.0,8.5,15.4,dry,low,64.4,20,85.6,0,0
-2.2,50.2,0.24,9.76,10.9,dry,medium,23.3,12,85.5,0,1
12.1,51.8,0.1,8.23,8.7,dry,low,50.8,3,89.1,0,0
2.5,88.1,6.05,0.71,15.1,wet,low,82.9,13,38.5,1,0
19.2,29.5,8.47,2.19,14.7,wet,low,54.6,15,39.8,1,0
21.8,55.9,0.0,4.61,21.1,dry,high,72.7,13,48.1,0,2
33.5,81.8,1.75,9.44,6.1,snow,low,42.1,21,59.9,2,0
18.3,89.3,0.0,10.0,34.6,dry,medium,92.7,17,81.6,0,1
29.2,37.8,0.0,5.55,18.6,dry,low,59.6,7,66.7,0,0
2.9,89.0,0.0,5.6,21.9,dry,medium,50.5,6,68.9,0,1
21.1,68.5,0.0,8.92,0.0,dry,medium,27.7,21,81.8,0,1
14.8,81.2,0.17,6.25,14.5,dry,medium,60.7,23,68.2,0,1
33.3,31.5,0.1,5.84,22.6,dry,low,65.5,16,68.1,0,0
37.2,61.5,2.06,7.26,4.1,wet,medium,56.7,12,54.7,1,1
24.3,46.1,1.46,7.68,0.5,ice,medium,44.0,23,38.0,3,1
37.4,54.4,0.0,4.54,29.5,dry,high,20.3,10,51.9,0,2
33.2,79.2,3.41,1.55,15.3,ice,medium,73.4,9,22.9,3,1
10.5,87.5,0.31,2.18,11.0,dry,low,58.0,21,43.2,0,0
-3.2,80.7,0.13,10.0,10.8,dry,medium,47.1,17,85.4,0,1
21.1,82.2,0.55,8.22,12.3,dry,low,81.6,4,88.5,0,0
19.1,79.5,0.05,2.6,27.0,snow,medium,48.3,5,25.6,2,1
4.8,60.2,0.24,10.0,3.0,snow,high,69.2,8,44.0,2,2
-2.9,98.5,0.05,5.92,12.5,dry,high,53.4,10,60.7,0,2
10.6,99.1,0.0,4.57,6.4,dry,high,25.6,22,49.1,0,2
8.6,89.8,13.78,1.59,13.7,wet,high,65.6,5,33.1,1,2
-3.0,80.6,9.99,5.23,17.9,wet,high,38.5,2,43.4,1,2
44.2,44.9,5.87,0.2,18.0,wet,low,56.4,11,37.9,1,0
37.4,60.2,0.17,9.38,16.9,dry,low,111.4,12,91.1,0,0
15.3,81.5,0.0,5.85,7.6,dry,low,43.0,1,69.0,0,0
1.8,24.9,3.63,1.87,0.8,snow,low,82.1,0,27.5,2,0
28.8,61.9,0.0,5.57,0.0,dry,medium,56.3,23,69.1,0,1
37.9,44.2,1.52,10.0,31.4,snow,low,88.2,8,53.8,2,0
20.2,21.3,7.78,1.58,10.1,wet,high,61.9,22,31.0,1,2
16.5,49.8,13.76,1.73,13.5,wet,medium,98.8,21,32.0,1,1
40.8,53.8,0.0,5.58,32.9,dry,low,11.1,9,67.1,0,0
-2.8,87.3,12.14,0.2,0.5,wet,medium,32.1,7,38.2,1,1
41.2,84.1,3.64,6.14,25.7,ice,low,48.4,12,26.8,3,0
